Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledDomestic,Total Domestic,2018,08,87903,151850.736,79614.934,11319216.000,10805587.347,12954826.768,83.410,63029.832,3447.855,66477.686,958064.018,72533.436,3597.750,1034195.204,1448910.444,71.377
ScheduledDomestic,Total Domestic,2018,09,87353,154580.703,79710.592,11363706.000,10812669.802,12877618.255,83.965,63831.890,3143.897,66975.786,964006.389,73582.925,3262.913,1040852.226,1441768.097,72.193
ScheduledDomestic,Total Domestic,2018,10,92661,161629.501,84296.276,11805382.000,11386615.685,13717681.753,83.007,67357.315,3259.283,70616.598,1004563.225,75290.961,3340.994,1083195.180,1517816.585,71.365
ScheduledDomestic,Total Domestic,2018,11,89032,150652.429,81691.725,11606526.000,11190323.201,13299462.920,84.141,55978.358,3307.291,59285.650,990750.797,62451.178,3373.564,1056575.539,1466408.956,72.052
ScheduledDomestic,Total Domestic,2018,12,93259,161978.746,85030.173,12649810.000,12242201.326,13992280.197,87.493,58473.772,3678.604,62152.377,1068218.601,65400.009,3663.877,1137282.487,1535056.947,74.087
ScheduledDomestic,Total Domestic,2019,01,92783,160917.985,86032.053,12469075.000,12148303.733,14137706.812,85.928,55841.557,3681.078,59522.635,1058423.494,62854.570,3703.424,1124981.488,1537297.295,73.179
ScheduledDomestic,Total Domestic,2019,02,81139,140023.118,74971.534,11321549.000,10972362.789,12312813.032,89.113,52269.464,3152.929,55422.393,957124.649,59156.080,3099.828,1019380.557,1338844.955,76.139
ScheduledDomestic,Total Domestic,2019,03,85931,145050.633,79384.642,11557816.000,11247421.449,12997825.146,86.533,60422.890,3044.314,63467.205,984153.146,66393.907,2930.991,1053478.044,1420363.503,74.170
ScheduledDomestic,Total Domestic,2019,04,81266,136682.409,74866.137,10967168.000,10680724.081,12208063.853,87.489,55830.089,2395.892,58225.982,945195.594,61384.595,2420.104,1009000.293,1333076.696,75.690
ScheduledDomestic,Total Domestic,2019,05,87461,146507.009,80898.739,12151749.000,11838529.314,13170834.485,89.884,62405.492,2459.381,64864.873,917378.447,60977.012,2419.849,980775.308,1440425.662,68.089
ScheduledDomestic,Total Domestic,2019,07,88200,147856.737,81138.376,11863940.000,11405957.149,13214569.811,86.313,62784.364,2439.878,65224.242,873575.278,59299.817,2455.645,935330.740,1446463.861,64.663
ScheduledDomestic,Total Domestic,2019,08,88215,149885.100,81376.636,11756732.000,11291303.497,13266357.263,85.112,62890.171,2255.076,65145.247,864039.803,58850.347,2230.240,925120.390,1469330.907,62.962
ScheduledDomestic,Total Domestic,2019,09,86221,143535.897,79070.423,11488069.000,11024517.007,12893995.178,85.501,62158.175,1976.081,64134.256,851466.921,58620.724,1946.483,912034.128,1413605.323,64.518
ScheduledDomestic,Total Domestic,2019,10,93950,160082.617,86307.415,12280250.000,11871150.641,14206944.505,83.559,65992.625,1933.808,67926.433,932733.463,60649.455,1856.964,995239.882,1901058.547,52.352
ScheduledDomestic,Total Domestic,2019,11,92388,157833.317,85169.619,12910135.000,12506421.330,13964081.045,89.561,58258.117,2315.743,60573.860,950807.611,54005.962,2273.770,1007087.343,1615926.266,62.323
ScheduledDomestic,Total Domestic,2019,12,94910,163616.020,87198.168,12980408.000,12597794.208,14329674.653,87.914,56773.562,2379.792,59153.354,983424.662,49776.347,2367.270,1035568.278,1963198.032,52.749
ScheduledDomestic,Total Domestic,2020,01,95487,167217.917,87578.654,12747591.000,12342405.013,14358228.317,85.961,58354.216,2610.165,60964.382,1103675.247,64658.498,2609.385,1170943.130,1879823.067,62.290
ScheduledDomestic,Total Domestic,2020,02,90959,158679.220,82551.621,12331165.000,11864098.131,13521335.062,87.744,56128.236,2533.718,58661.953,1061376.568,62661.626,2526.289,1126564.484,1732838.242,65.013
ScheduledDomestic,Total Domestic,2020,03,69310,119352.597,63148.053,7735665.000,7554543.337,10335611.312,73.092,42008.997,438.360,42447.357,672529.592,45388.183,417.645,718335.421,1294166.806,55.506
ScheduledDomestic,Total Domestic,2020,04,188,261.250,202.000,,,,,3341.010,,3341.010,,3874.000,,3874.000,6264.000,61.845
ScheduledDomestic,Total Domestic,2020,05,3813,6210.657,3514.592,278417.000,276192.786,543695.401,50.799,11358.149,215.929,11574.078,24009.969,9347.740,189.603,33547.311,70086.660,47.865
ScheduledDomestic,Total Domestic,2020,07,24770,39807.350,22909.716,2102854.000,2084440.595,3596291.372,57.961,30812.518,1916.173,32728.691,181871.140,33967.243,1698.040,217536.423,411759.266,52.831
ScheduledDomestic,Total Domestic,2020,08,28834,48992.913,26999.941,2826148.000,2818761.814,4290205.499,65.702,33729.967,2087.529,35817.496,246516.918,34933.957,1788.738,283239.614,357243.751,79.285
ScheduledDomestic,Total Domestic,2020,09,39628,69573.957,38357.758,3939687.000,4004630.932,6224370.913,64.338,42863.574,2476.152,45339.726,350834.380,49544.763,2071.929,402451.072,671363.986,59.945
ScheduledDomestic,Total Domestic,2020,10,49150,86314.683,48124.801,5268696.000,5262536.299,7867784.854,66.887,48879.640,2736.956,51616.596,461228.149,56957.853,2400.046,520586.048,830007.552,62.721
ScheduledDomestic,Total Domestic,2020,11,54132,95387.203,52151.589,6342589.000,6310968.174,8687053.394,72.648,46080.014,2522.576,48602.590,555671.574,53283.456,2328.341,611283.370,944701.446,64.707
ScheduledDomestic,Total Domestic,2020,12,64002,113831.063,61151.401,7306064.000,7220783.461,10272902.886,70.290,49273.038,3105.901,52378.939,630370.721,56822.050,2975.483,690168.253,1085015.774,63.609
ScheduledDomestic,Total Domestic,2021,01,67877,120426.300,64665.562,7704022.000,7568902.449,10933587.318,69.226,46811.353,2381.194,49192.546,657349.640,53987.961,2233.882,713571.483,1148854.716,62.112
ScheduledDomestic,Total Domestic,2021,02,64327,113903.507,60788.152,7795243.000,7658045.604,10231200.894,74.850,47951.695,2313.265,50264.960,669831.396,54914.036,2113.819,726859.251,1079400.046,67.339
ScheduledDomestic,Total Domestic,2021,03,71458,125840.273,67593.197,7787310.000,7724907.285,11340569.399,68.117,53030.133,2313.000,55343.133,671541.672,60337.929,2246.339,734125.940,1198563.855,61.250
ScheduledDomestic,Total Domestic,2021,04,59967,104910.096,57652.871,5647434.000,5728118.780,9575037.095,59.823,47905.847,1901.924,49807.771,498046.387,54427.010,1857.051,554330.448,1018396.959,54.432
ScheduledDomestic,Total Domestic,2021,05,27725,47577.020,27134.613,2037372.000,2048225.883,4155486.132,49.290,34618.054,1282.069,35900.123,179235.641,39437.530,1230.479,219903.650,450263.431,48.839
ScheduledDomestic,Total Domestic,2021,06,31693,54456.777,30298.538,3028643.000,2923512.618,4658811.882,62.752,38829.374,1588.864,40418.237,256137.739,45727.903,1536.731,303402.372,504022.190,60.196
ScheduledDomestic,Total Domestic,2021,07,47692,80539.230,44342.445,4897664.000,4702876.165,7075920.800,66.463,45700.886,1998.186,47699.071,411759.672,53474.879,2020.448,467254.999,783759.867,59.617
ScheduledDomestic,Total Domestic,2021,08,58101,98409.270,54053.972,6544056.000,6263456.730,8700658.330,71.988,50342.358,2074.486,52416.844,543359.863,61081.972,2101.897,606543.732,963323.738,62.964
ScheduledDomestic,Total Domestic,2021,09,61514,104485.037,56781.246,6891878.000,6577718.636,9095916.092,72.315,52296.968,2075.319,54372.287,570017.422,62791.902,2203.523,635012.847,1006034.709,63.120
ScheduledDomestic,Total Domestic,2021,10,72491,117610.847,67690.728,8784144.000,8513938.104,11031288.355,77.180,56495.972,1864.644,58360.616,743977.106,68981.996,2047.276,815006.377,1210735.403,67.315
ScheduledDomestic,Total Domestic,2021,11,81620,133035.360,76810.933,10471234.000,10165303.980,12698682.192,80.050,49394.563,2209.286,51603.850,889520.276,60025.808,2465.449,952011.533,1624858.944,58.590
ScheduledDomestic,Total Domestic,2021,12,87258,152340.797,82148.041,11156079.000,10816546.432,13602345.165,79.520,55523.452,2398.583,57922.034,943982.367,67329.577,2640.573,1013952.517,1485802.358,68.243
ScheduledDomestic,Total Domestic,2022,01,63541,107344.690,59516.357,6410579.000,6257032.427,9572230.255,65.367,47907.635,2397.906,50305.541,542295.784,56757.278,2548.543,601601.605,1049350.859,57.331
ScheduledDomestic,Total Domestic,2022,02,57220,97246.117,54491.059,7695734.000,7477779.791,8762407.196,85.339,46893.903,2250.685,49144.588,655346.839,56297.004,2485.009,714128.852,962197.425,74.219
ScheduledDomestic,Total Domestic,2022,03,80948,138064.413,77447.667,10619642.000,10303960.550,12526336.472,82.258,54790.626,2508.036,57298.662,902379.369,66352.436,2798.032,971529.838,1377135.170,70.547
ScheduledDomestic,Total Domestic,2022,04,82056,140805.155,75866.247,10549088.000,10358205.732,12866084.866,80.508,53054.654,2685.061,55739.715,909250.337,65095.926,2980.132,977326.395,1435686.720,68.074
ScheduledDomestic,Total Domestic,2022,05,86460,150271.389,80310.685,11470422.000,11296421.489,13625641.243,82.906,59913.836,2431.474,62345.310,989466.064,74307.834,2773.749,1066547.647,1493794.225,71.399
ScheduledDomestic,Total Domestic,2022,06,83227,144081.000,77051.098,10514030.000,10336220.356,13072889.806,79.066,59239.114,2432.284,61671.398,906953.925,72950.405,2724.886,982629.216,1435920.050,68.432
ScheduledDomestic,Total Domestic,2022,07,77875,134506.193,71378.840,9704934.000,9490947.170,12171655.028,77.976,59216.508,2724.753,61941.261,836376.151,72574.735,2942.156,911893.042,1340844.459,68.009
ScheduledDomestic,Total Domestic,2022,08,79675,137319.613,73004.346,10115739.000,9793070.934,12423133.664,78.829,54290.641,2745.417,57036.058,860982.413,66983.845,2900.982,930867.240,1366499.148,68.121
ScheduledDomestic,Total Domestic,2022,09,78018,121057.396,75411.923,10346833.000,9948401.470,12176891.893,81.699,55749.786,2828.369,58578.155,875201.502,67888.060,2961.208,946050.769,1338805.996,70.664
ScheduledDomestic,Total Domestic,2022,10,84411,146089.043,78323.664,11400977.000,11114186.865,13357584.147,83.205,54819.402,2454.077,57273.479,1017086.961,77722.011,2540.816,1097349.789,1570681.626,69.865
ScheduledDomestic,Total Domestic,2022,11,81994,141711.760,74161.810,11678582.000,11309408.439,12896110.379,87.696,52882.422,2671.225,55553.647,990671.915,61211.752,2564.817,1054448.484,1417838.880,74.370
ScheduledDomestic,Total Domestic,2022,12,88128,148924.766,83787.993,12735454.000,12338508.321,13888987.929,88.837,54378.999,2783.921,57162.920,1080393.856,62935.060,2613.075,1145941.992,1527685.701,75.012
ScheduledDomestic,Total Domestic,2023,01,90255,156603.907,81543.713,12551028.000,12076436.156,14230895.680,84.861,51419.400,2994.640,54414.040,1057894.740,60425.882,2526.117,1120846.739,1566587.642,71.547
ScheduledDomestic,Total Domestic,2023,02,83384,143901.503,75024.997,12068372.000,11604148.110,13133152.954,88.358,51923.776,3151.285,55075.061,1017514.076,95557.382,3114.782,1116186.240,1538554.562,72.548
ScheduledDomestic,Total Domestic,2023,03,92238,159301.831,82967.701,12893197.000,12426170.421,14506243.726,85.661,57843.456,3455.253,61298.708,1089331.504,111576.478,3174.535,1204082.517,1715193.458,70.201
ScheduledDomestic,Total Domestic,2023,04,88734,155009.007,80144.485,12888410.000,12404425.443,14042821.756,88.333,55893.545,3176.850,59070.394,1087790.757,114940.309,3019.038,1205750.104,1677690.167,71.870
ScheduledDomestic,Total Domestic,2023,05,88175,150971.767,79191.298,13214182.000,12691564.550,13846388.478,91.660,61278.978,3309.954,64588.932,1112924.801,125564.476,3264.065,1241753.342,1670688.458,74.326
ScheduledDomestic,Total Domestic,2023,06,84316,145280.271,76227.455,12486601.000,12088470.697,13309594.444,90.825,59272.693,3596.753,62869.446,1061997.817,120396.337,3166.797,1185560.952,1610917.491,73.595
ScheduledDomestic,Total Domestic,2023,07,87086,151799.965,97420.480,12100030.000,11606077.750,13795622.275,84.129,61218.124,3830.001,65048.124,1020140.922,112392.326,3604.532,1136137.780,1643604.476,69.125
ScheduledDomestic,Total Domestic,2023,08,88237,152349.242,79942.811,12422673.000,11933920.133,14082444.312,84.743,61668.215,4089.017,65757.232,1049906.366,122452.045,3944.096,1176302.507,1713045.038,68.667
ScheduledDomestic,Total Domestic,2023,09,86294,150543.227,72619.449,12246549.000,11790940.081,13770514.215,85.625,57856.705,3518.050,61374.755,1036300.980,96607.917,3382.472,1136291.369,1638939.809,69.331
ScheduledDomestic,Total Domestic,2023,10,90887,156855.443,76630.338,12636742.000,12306501.461,14555249.139,84.550,60306.262,3571.023,63877.285,1081846.842,70530.588,3434.533,1155811.963,1647351.431,70.162
ScheduledDomestic,Total Domestic,2023,11,89000,154862.850,74030.628,12735394.000,12354847.808,14317028.886,86.295,59524.527,3787.996,63312.523,1082871.192,69364.488,3643.298,1155878.978,1620959.946,71.308
ScheduledDomestic,Total Domestic,2023,12,91529,159680.313,82918.777,13797352.000,13412434.493,14785876.648,90.711,59608.396,4105.206,63713.602,1177066.555,69629.847,3951.972,1250648.374,1675898.889,74.626
ScheduledDomestic,Total Domestic,2024,01,88285,153450.083,79281.124,13131603.000,12586987.422,14112060.752,89.193,56124.782,4089.085,60213.867,1111569.448,71422.005,4429.365,1187420.818,1599962.042,74.216
ScheduledDomestic,Total Domestic,2024,02,86423,149303.730,77207.128,12647306.000,12167513.132,13670247.715,89.007,58452.881,4358.484,62811.365,1066924.442,72146.285,4623.267,1143693.994,1557824.677,73.416
ScheduledDomestic,Total Domestic,2024,03,94150,163359.283,84476.780,13367468.000,12907734.493,15001533.429,86.043,61873.720,3940.272,65813.992,1112001.072,75208.343,4210.732,1191420.146,1687702.179,70.594
ScheduledDomestic,Total Domestic,2024,04,91733,156752.094,82252.750,13200048.000,12698343.114,14629152.313,86.802,55590.862,3553.619,59144.481,1111295.976,69910.478,3726.314,1184932.768,1628019.838,72.784
ScheduledDomestic,Total Domestic,2024,05,93551,163681.983,83367.630,13795301.000,13269977.942,14933348.100,88.861,66085.161,3400.111,69485.272,1206287.742,77054.734,3320.520,1286662.995,1679079.456,76.629
ScheduledDomestic,Total Domestic,2024,06,91493,160721.053,82100.694,13205828.000,12749368.114,14599559.232,87.327,63787.900,3604.745,67392.645,1160333.683,74533.352,3468.510,1238335.546,1607837.651,77.019
ScheduledDomestic,Total Domestic,2024,07,92066,163437.664,82134.869,12986105.000,12493831.968,14696022.269,85.015,64716.317,3722.285,68438.602,1138141.245,76014.056,3479.638,1217634.939,1616258.526,75.337
ScheduledDomestic,Total Domestic,2024,08,94682,167101.048,84614.191,13130699.000,12554284.206,15160868.528,82.807,63758.323,3538.425,67296.748,1145773.522,74846.666,3354.561,1223974.749,1668973.640,73.337
ScheduledDomestic,Total Domestic,2024,09,92912,164274.926,83275.908,13027336.000,12504099.452,15062564.610,83.014,64288.073,2964.468,67252.541,1128013.653,75012.589,2843.925,1205870.166,1655373.594,72.846
ScheduledDomestic,Total Domestic,2024,10,98186,174059.978,89104.095,13657193.000,13250708.525,16079937.080,82.405,68078.216,3099.203,71177.419,1194888.671,78430.215,2942.222,1276261.109,1766931.791,72.230
ScheduledDomestic,Total Domestic,2024,11,94818,170824.209,86676.132,14250266.000,13932673.240,15584880.916,89.399,57003.385,3447.045,60450.430,1257315.402,66243.964,3258.443,1326817.809,1698734.099,78.106
ScheduledDomestic,Total Domestic,2024,12,99013,180390.244,90224.315,14926352.000,14605597.663,16437901.131,88.853,62989.516,4176.873,67166.389,1316172.499,72127.879,3864.781,1392165.158,1775932.588,78.391
ScheduledDomestic,Total Domestic,2025,01,98349,179964.352,153521.288,14702387.000,14408878.311,16319186.922,88.294,60016.539,4204.348,64220.886,1300546.552,69380.736,3883.643,1373810.931,1752946.737,78.372
ScheduledDomestic,Total Domestic,2025,02,92319,169037.574,119161.847,14118495.000,13830670.080,15293560.877,90.435,54560.896,3792.223,58353.119,1245552.242,62958.879,3581.427,1312092.548,1625140.721,80.737
ScheduledDomestic,Total Domestic,2025,03,102319,187150.222,148674.361,14541682.000,14245085.074,17000558.102,83.792,64833.728,3587.544,68421.272,1281653.495,74582.360,3249.470,1359485.325,1826240.432,74.442
ScheduledDomestic,Total Domestic,2025,04,98211,181835.192,149795.029,14314688.000,14019254.017,16279343.898,86.117,62630.773,3351.198,65981.971,1265245.934,72694.041,3042.499,1340982.475,1771164.269,75.712
ScheduledDomestic,TruJet,2015,07,144,190.000,58.300,8345.000,3391.000,4200.000,80.738,0.000,0.000,0.000,329.501,0.000,0.000,329.501,419.961,78.460
ScheduledDomestic,TruJet,2015,08,300,418.040,128.000,17932.000,7723.000,9223.000,83.736,0.000,0.000,0.000,748.344,0.000,0.000,748.344,922.306,81.138
ScheduledDomestic,TruJet,2015,09,340,466.290,146.000,19321.000,6287.000,7963.000,78.953,0.000,0.000,0.000,825.693,0.000,0.000,825.693,1049.659,78.663
ScheduledDomestic,TruJet,2015,10,421,562.360,176.000,22565.000,9591.000,12653.000,75.800,0.000,0.000,0.000,931.641,0.000,0.000,931.641,1265.342,73.628
ScheduledDomestic,TruJet,2015,11,454,614.870,187.000,25789.000,10722.000,13460.000,79.658,0.000,0.000,0.000,1044.125,0.000,0.000,1044.125,1346.026,77.571
ScheduledDomestic,TruJet,2015,12,470,652.190,212.000,27938.000,12636.000,15274.000,82.729,0.000,0.000,0.000,1229.000,0.000,0.000,1229.000,1527.000,80.485
ScheduledDomestic,TruJet,2016,01,486,694.170,220.000,29163.000,13182.000,15861.000,83.110,0.000,0.000,0.000,1283.000,0.000,0.000,1283.000,1583.000,81.049
ScheduledDomestic,TruJet,2016,02,450,650.916,204.000,25585.000,11608.000,14720.000,78.859,0.000,0.000,0.000,1139.000,0.000,0.000,1139.000,1472.000,77.378
ScheduledDomestic,TruJet,2016,03,496,708.900,227.000,27950.000,12695.000,16298.000,77.893,0.000,0.000,0.000,1241.000,0.000,0.000,1241.000,1630.000,76.135
ScheduledDomestic,TruJet,2016,04,588,836.490,264.000,32830.000,14684.000,18812.000,78.057,0.000,0.000,0.000,1430.000,0.000,0.000,1430.000,1881.000,76.023
ScheduledDomestic,TruJet,2016,05,719,1024.380,319.000,40842.000,18372.000,22767.000,80.696,0.000,0.000,0.000,1773.000,0.000,0.000,1773.000,2277.000,77.866
ScheduledDomestic,TruJet,2016,06,598,833.083,268.000,34524.000,15548.000,19201.000,80.975,0.000,0.000,0.000,1508.000,0.000,0.000,1508.000,1920.000,78.542
ScheduledDomestic,TruJet,2016,07,523,725.866,228.000,29327.000,12939.000,16300.000,79.380,0.000,0.000,0.000,1206.000,0.000,0.000,1206.000,1630.000,73.988
ScheduledDomestic,TruJet,2016,08,559,725.867,238.000,30534.000,13144.000,16921.000,77.679,0.000,0.000,0.000,1278.000,0.000,0.000,1278.000,1692.000,75.532
ScheduledDomestic,TruJet,2016,09,619,705.866,270.000,32677.000,14523.000,19213.000,75.589,0.000,0.000,0.000,1426.000,0.000,0.000,1426.000,1921.000,74.232
ScheduledDomestic,TruJet,2016,10,728,1011.650,320.000,39022.000,17304.000,22838.000,75.768,0.000,0.000,0.000,1674.000,0.000,0.000,1674.000,2284.000,73.292
ScheduledDomestic,TruJet,2016,11,709,1009.316,316.000,40965.000,18287.000,22510.000,81.239,0.000,0.000,0.000,1786.000,0.000,0.000,1786.000,2251.000,79.343
ScheduledDomestic,TruJet,2016,12,550,817.433,264.000,31059.000,14837.000,18764.000,79.072,0.000,0.000,0.000,1438.000,0.000,0.000,1438.000,1876.000,76.652
ScheduledDomestic,TruJet,2017,01,621,874.916,279.000,33031.000,14782.000,19773.000,74.759,0.000,0.000,0.000,1434.000,0.000,0.000,1434.000,1977.000,72.534
ScheduledDomestic,TruJet,2017,02,701,970.700,309.000,38779.000,16980.000,22048.000,77.014,0.000,0.000,0.000,1660.000,0.000,0.000,1660.000,2205.000,75.283
ScheduledDomestic,TruJet,2017,03,758,1054.583,331.000,41219.000,17911.000,23582.000,75.952,0.000,0.000,0.000,1751.000,0.000,0.000,1751.000,2358.000,74.258
ScheduledDomestic,TruJet,2017,04,903,1248.900,388.570,47846.000,20604.000,27622.000,74.593,0.000,0.000,0.000,2008.000,0.000,0.000,2008.000,2762.000,72.701
ScheduledDomestic,TruJet,2017,05,903,1222.883,383.920,51103.000,21940.000,27329.000,80.281,0.000,0.000,0.000,2114.000,0.000,0.000,2114.000,2733.000,77.351
ScheduledDomestic,TruJet,2017,06,781,1061.050,328.000,41730.000,17603.000,23263.000,75.670,0.000,0.000,0.000,1732.000,0.000,0.000,1732.000,2360.000,73.390
