Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
18,3,KAM AIR,2891,3733,0.00,28.61,3123,4324,0.00,213.53,3880,4237,0.00,119.46
18,4,KAM AIR,3735,4472,0.00,195.37,4467,5371,0.00,382.73,5035,5525,0.00,282.73
19,1,KAM AIR,6318,7760,0.00,402.24,6805,9192,0.00,367.87,5703,10127,0.00,44.38
19,2,KAM AIR,5926,8433,0.00,291.68,3497,7624,0.00,292.49,2952,5134,0.00,290.26
20,2,KAM AIR,2262,4091,0.00,196.30,503,916,0.00,118.12,842,590,0.00,96.88
20,3,KAM AIR,78,341,0.00,0.00,476,1056,0.00,62.37,710,680,0.00,11.05
20,4,KAM AIR,1750,1523,0.00,17.70,344,188,0.00,28.80,3870,2890,0.00,67.92
21,1,KAM AIR,5023,3778,0.00,180.01,6554,5051,0.00,294.26,5717,5518,0.00,452.62
21,2,KAM AIR,2262,4091,0.00,196.30,503,916,0.00,118.12,842,590,0.00,96.88
15,1,KENYA AIRWAYS,6805,9307,18.15,264.21,5601,7265,10.11,235.81,11424,13687,45.72,734.32
15,2,KENYA AIRWAYS,6035,7144,7.48,283.19,7770,9584,18.26,210.63,5472,7865,13.51,227.21
15,3,KENYA AIRWAYS,8789,7339,12.65,250.84,9423,7706,270.00,4.86,8118,6579,297.22,9.84
15,4,KENYA AIRWAYS,6211,7588,229.83,5.20,7946,7038,13.30,276.32,9657,9977,7.91,230.45
16,1,KENYA AIRWAYS,7346,10139,11.10,200.09,6844,9219,9.96,148.63,6530,7408,12.17,128.40
16,2,KENYA AIRWAYS,4912,5080,13.03,7.01,6071,7437,16.50,1.21,0,0,0.00,0.00
16,3,KENYA AIRWAYS,6790,7138,4.75,4.06,7079,7133,11.78,0.82,6338,6779,20.69,4.33
16,4,KENYA AIRWAYS,6152,5030,8.90,7.63,5792,5455,10.28,8.10,7515,6505,6.10,12.05
17,1,KENYA AIRWAYS,7006,8397,14.60,4.84,6306,7553,8.41,3.57,6772,7990,16.03,5.12
17,2,KENYA AIRWAYS,6647,7706,7.31,5.95,6604,7853,13.34,12.69,7194,7195,19.20,10.62
17,3,KENYA AIRWAYS,7804,7771,4.46,13.03,7522,7933,9.60,13.97,7029,7631,6.16,14.01
17,4,KENYA AIRWAYS,7522,7045,4.46,31.39,8372,7068,20.29,201.93,8890,7888,6.85,229.54
18,1,KENYA AIRWAYS,8569,9931,5.24,148.94,7610,8046,15.36,98.03,8286,8430,4.42,128.62
18,2,KENYA AIRWAYS,8052,9041,5.26,132.31,9388,10610,4.74,135.06,8790,8336,5.38,117.04
18,3,KENYA AIRWAYS,8029,8586,6.60,33.35,8375,8348,5.23,34.37,8299,8151,5.89,61.07
18,4,KENYA AIRWAYS,8454,7543,9.50,100.78,7847,6748,7.21,33.79,8410,7585,6.44,42.96
19,1,KENYA AIRWAYS,7802,8526,5.75,18.21,6631,7598,5.61,4.07,7044,8348,9.28,2.98
19,2,KENYA AIRWAYS,7449,8893,7.46,79.69,7898,9281,29.08,52.32,8190,8007,4.54,9.63
19,4,KENYA AIRWAYS,7467,7356,5.51,19.62,7666,7238,4.77,16.80,7501,8292,17.35,5.45
20,2,KENYA AIRWAYS,0,0,0.00,0.00,0,231,0.00,7.80,0,99,0.00,1.33
20,3,KENYA AIRWAYS,0,0,0.00,0.00,0,215,0.20,0.00,94,419,0.26,2.01
20,4,KENYA AIRWAYS,643,1252,0.00,0.53,1645,1602,0.00,2.03,1549,1741,0.12,10.83
21,1,KENYA AIRWAYS,1345,1834,0.16,0.10,1388,1624,0.41,0.00,1627,1778,0.20,0.00
21,2,KENYA AIRWAYS,1048,1652,0.37,0.12,113,193,0.00,14.52,42,382,0.00,25.01
21,3,KENYA AIRWAYS,257,489,0.05,15.74,126,129,0.00,0.00,620,775,1.71,5.65
21,4,KENYA AIRWAYS,1762,1862,0.00,1.40,1823,1688,0.04,3.49,1888,1871,0.02,1.11
22,1,KENYA AIRWAYS,1708,1752,1.10,0.00,1358,1657,0.16,1.88,2138,1889,6.91,15.21
22,2,KENYA AIRWAYS,2547,3155,1.02,2.59,3557,4922,0.73,4.26,4720,4925,1.74,6.08
22,3,KENYA AIRWAYS,5212,5517,1.39,20.95,4520,5820,0.89,5.06,4612,4678,0.66,3.77
22,4,KENYA AIRWAYS,4878,4244,0.98,23.02,4703,3782,1.79,26.80,5885,5177,0.37,25.30
23,1,KENYA AIRWAYS,800,17997,0.12,0.50,6946,7519,0.72,16.34,7158,7901,0.66,14.66
23,2,KENYA AIRWAYS,7084,6858,0.06,0.16,6780,8243,2.17,4.46,8010,7524,1.49,31.86
23,3,KENYA AIRWAYS,8073,8137,1.01,34.39,7924,8319,0.94,41.94,6919,6939,1.10,46.16
23,4,KENYA AIRWAYS,7335,6068,1.74,84.90,7152,5661,0.52,87.80,7911,6303,1.61,66.19
24,1,KENYA AIRWAYS,6922,7782,0.63,20.27,5717,6608,0.99,31.34,5505,6209,0.36,45.58
24,2,KENYA AIRWAYS,5892,7337,0.65,31.34,6658,7977,0.27,25.85,8052,7707,1.00,48.64
15,1,KLM AIRLINES,23614,24722,314.65,650.03,10659,11322,171.30,290.94,8297,11727,175.20,339.28
15,2,KLM AIRLINES,5469,6817,160.26,443.50,5867,6943,180.85,445.53,6658,6951,236.76,451.06
15,3,KLM AIRLINES,6907,7198,250.11,427.45,3661,3852,233.41,430.48,3008,3455,217.64,418.77
15,4,KLM AIRLINES,8151,7735,220.12,394.06,11878,10774,182.30,323.51,12113,11688,187.16,333.08
16,1,KLM AIRLINES,11749,12354,164.20,312.06,5678,6170,11.21,190.31,9963,11612,199.22,319.21
16,2,KLM AIRLINES,6437,8534,329.39,456.48,6857,8783,347.88,511.25,8559,8772,319.05,486.38
16,3,KLM AIRLINES,8408,8370,304.11,458.51,7660,8196,271.65,479.19,7406,7439,277.45,442.59
16,4,KLM AIRLINES,8964,8050,359.83,481.26,11845,11181,155.53,323.64,10258,10063,223.57,379.07
17,1,KLM AIRLINES,12010,12019,175.99,328.79,10231,10711,188.23,297.19,8393,10759,255.45,384.60
17,2,KLM AIRLINES,7480,8220,325.40,515.50,7144,8508,352.10,548.40,8227,8336,303.60,552.68
17,3,KLM AIRLINES,8788,8644,287.07,489.28,8471,8925,309.69,490.26,8198,8357,303.40,483.47
17,4,KLM AIRLINES,9694,9037,357.29,508.57,15379,13573,547.27,747.89,15587,14821,537.86,719.39
18,1,KLM AIRLINES,15053,15355,334.26,420.99,14134,14300,377.46,467.49,12100,14572,460.14,1995.76
18,2,KLM AIRLINES,9727,12241,542.50,696.80,10266,11809,545.50,820.01,11758,11303,485.79,756.46
18,3,KLM AIRLINES,12398,11827,567.68,787.55,11328,12537,747.55,810.15,11367,12000,575.16,805.54
18,4,KLM AIRLINES,12445,11618,756.01,816.74,15629,15171,565.25,736.83,16817,16207,557.94,820.28
19,1,KLM AIRLINES,15930,16419,495.67,753.78,14011,14229,500.77,692.04,13322,16642,574.35,830.21
19,2,KLM AIRLINES,12351,13325,621.32,795.02,11283,12721,567.85,757.68,12247,11757,508.86,750.92
19,3,KLM AIRLINES,12241,12001,506.91,721.60,11713,12404,437.20,784.55,12526,12801,525.21,829.58
19,4,KLM AIRLINES,15723,15008,596.50,944.46,22358,21616,723.61,1217.00,23450,22731,830.97,982.85
20,3,KLM AIRLINES,538,8333,388.00,498.22,55,5369,558.30,663.94,43,4682,541.90,700.53
20,4,KLM AIRLINES,36,5044,843.99,654.96,5428,4852,576.08,692.44,5746,5211,624.27,750.21
21,1,KLM AIRLINES,4349,7013,781.98,628.96,3637,5385,546.99,724.85,4472,6922,620.05,856.95
21,2,KLM AIRLINES,3469,6589,646.42,857.27,1642,5383,735.92,846.33,3454,7455,585.58,762.25
21,3,KLM AIRLINES,6499,9004,755.93,693.76,6005,10919,620.08,660.20,5580,10689,658.60,686.50
21,4,KLM AIRLINES,10281,8780,608.92,817.25,10946,10239,418.76,631.04,10216,10799,421.37,530.80
22,1,KLM AIRLINES,8913,11115,498.17,571.58,9278,10464,448.90,487.69,11136,11581,429.81,515.26
22,2,KLM AIRLINES,10986,12392,552.96,532.67,19293,20803,680.75,856.69,25742,25320,840.60,1132.86
22,3,KLM AIRLINES,28140,27517,1005.41,1143.05,22338,27902,908.10,921.36,22869,26371,1003.59,1031.48
22,4,KLM AIRLINES,24473,23409,1030.08,1183.67,24841,24841,1097.43,1200.15,25268,24725,884.63,1032.50
23,1,KLM AIRLINES,24187,24440,725.66,894.98,20829,23397,776.78,891.40,17659,26492,849.82,945.31
23,2,KLM AIRLINES,15099,22030,783.22,942.02,22094,24404,730.74,987.37,22320,22636,698.06,944.14
23,3,KLM AIRLINES,21320,22571,802.95,902.41,16829,21791,852.65,881.22,17247,21553,992.45,998.56
23,4,KLM AIRLINES,23078,22759,1070.72,998.33,24525,23848,1090.90,1374.07,25638,24953,902.02,1170.58
24,1,KLM AIRLINES,24075,24691,826.51,1256.13,21763,23486,1010.65,1068.08,22010,25962,1097.96,1122.63
24,2,KLM AIRLINES,15945,22736,662.39,822.02,18939,21535,649.41,1010.12,20937,20597,643.31,950.19
15,1,KOREAN AIR,5156,6644,745.90,211.19,1665,2643,133.17,109.56,0,0,0.00,0.00
15,2,KOREAN AIR,1489,2120,55.14,96.86,1640,2439,58.39,108.98,2079,2019,65.06,124.07
15,3,KOREAN AIR,2141,1926,54.16,85.70,1806,2383,341.76,77.24,1936,1880,60.05,66.40
15,4,KOREAN AIR,1922,1773,69.60,84.57,2097,1559,45.19,69.15,2834,2371,79.72,65.52
16,1,KOREAN AIR,2224,2633,64.75,65.56,2093,1634,71.19,63.36,1677,2141,68.38,91.99
16,2,KOREAN AIR,1494,2202,53.18,68.83,1787,2372,62.91,61.39,2097,2001,53.16,59.37
16,3,KOREAN AIR,2052,1606,57.02,55.47,1725,1817,47.28,59.36,1722,1677,55.46,77.28
16,4,KOREAN AIR,2034,1740,53.77,81.15,2351,1815,62.56,54.62,5933,5304,218.03,228.90
17,1,KOREAN AIR,5773,5806,243.30,133.34,5217,5799,178.10,154.57,5050,5809,252.17,163.94
17,2,KOREAN AIR,3175,3548,179.33,124.45,2011,2665,77.07,67.86,5768,5749,224.95,147.37
17,3,KOREAN AIR,6497,5354,205.83,161.77,5531,6221,255.37,209.11,5902,5508,254.22,171.04
17,4,KOREAN AIR,5311,4960,241.58,164.54,6331,5412,234.49,205.16,6202,5996,261.97,171.09
18,1,KOREAN AIR,6008,5683,294.75,47.84,4999,5549,198.37,49.92,5403,6795,505.29,66.47
18,2,KOREAN AIR,4851,5791,297.05,93.62,4434,5748,322.31,140.13,5571,5621,221.11,142.75
18,3,KOREAN AIR,6708,4927,189.93,141.66,5034,5975,176.39,124.75,5451,5742,269.44,158.34
18,4,KOREAN AIR,5723,5641,210.93,169.61,5745,5684,186.39,131.74,6211,5944,210.46,144.84
19,1,KOREAN AIR,6022,6165,214.70,129.63,4764,5530,230.39,112.87,4690,6329,218.61,226.03
19,2,KOREAN AIR,4822,6868,201.04,190.03,4788,6915,157.99,216.11,6443,6762,179.68,147.47
19,3,KOREAN AIR,6853,5903,135.26,177.94,6378,7542,184.03,184.11,7399,7786,230.46,163.71
19,4,KOREAN AIR,8369,7381,198.63,177.72,9618,8656,188.27,174.28,9539,8943,235.37,218.09
20,1,KOREAN AIR,8383,9498,266.17,162.01,6016,8208,224.15,345.74,253,536,31.37,33.39
20,2,KOREAN AIR,0,380,13.38,15.53,0,242,1.04,6.43,0,0,40.84,15.50
20,3,KOREAN AIR,0,0,159.13,183.17,0,0,298.75,151.23,0,0,474.96,190.69
20,4,KOREAN AIR,0,0,169.94,28.01,0,0,450.76,566.96,0,0,323.67,545.47
21,1,KOREAN AIR,0,0,625.41,699.34,0,0,303.40,407.34,0,0,261.01,383.72
21,2,KOREAN AIR,53,141,272.35,124.76,0,272,316.44,158.24,97,110,284.80,262.03
21,3,KOREAN AIR,143,30,180.36,135.66,129,25,257.98,241.70,0,0,126.41,83.32
21,4,KOREAN AIR,0,0,113.55,39.88,0,0,149.59,89.64,0,0,130.84,105.63
22,1,KOREAN AIR,0,0,169.15,120.17,0,0,238.26,157.59,0,0,117.78,91.12
22,2,KOREAN AIR,0,0,0.00,0.00,456,1127,145.45,154.05,779,1782,188.84,150.43
22,3,KOREAN AIR,948,1717,359.33,470.47,923,2177,432.59,454.44,1145,1289,479.45,537.39
22,4,KOREAN AIR,1219,1613,360.11,404.16,2194,2987,235.04,352.08,1145,1647,479.45,537.39
23,1,KOREAN AIR,2092,3816,319.87,413.67,1864,4156,368.50,345.06,1657,3314,417.60,544.16
23,2,KOREAN AIR,1643,3252,371.42,449.46,1878,4463,411.26,483.02,2017,3203,500.17,552.08
23,4,KOREAN AIR,2607,2935,332.08,423.39,2812,2892,354.02,390.57,3075,3616,176.55,246.12
24,1,KOREAN AIR,2968,2594,259.78,372.06,2219,3078,252.01,419.42,2308,3575,309.63,591.35
24,2,KOREAN AIR,1814,2686,277.57,449.01,2071,2737,327.57,534.89,2677,2712,347.90,421.40
15,1,KUWAIT AIRWAYS,17827,21514,428.14,748.62,12180,17325,392.26,740.99,16721,18973,608.18,845.83
15,2,KUWAIT AIRWAYS,18932,26610,303.91,1106.06,24617,26583,303.21,1106.22,21832,20575,167.25,999.18
15,3,KUWAIT AIRWAYS,25254,18255,116.98,1002.38,18153,25139,87.91,942.94,20320,26339,195.18,991.82
15,4,KUWAIT AIRWAYS,19766,22739,109.45,1032.08,23555,22392,487.26,715.30,26252,25603,163.57,1119.01
16,1,KUWAIT AIRWAYS,17462,19936,101.31,711.15,18901,24218,99.15,1253.32,22599,27358,132.85,1340.51
16,2,KUWAIT AIRWAYS,27471,34201,306.76,1436.90,30308,32321,403.19,1506.31,31182,25353,383.37,1557.27
16,3,KUWAIT AIRWAYS,33122,24496,398.53,1342.29,26195,31922,422.11,1422.61,26574,31243,332.04,1385.02
16,4,KUWAIT AIRWAYS,27692,26922,397.66,1470.26,27126,26754,294.31,1135.17,35722,32132,391.67,1656.94
17,1,KUWAIT AIRWAYS,27796,30203,310.03,1091.71,23266,26579,334.49,1181.09,25082,28728,356.31,1404.91
17,2,KUWAIT AIRWAYS,27967,32298,480.55,1727.21,36337,37904,653.42,2094.68,37907,26147,559.44,1583.54
17,3,KUWAIT AIRWAYS,31446,28740,494.57,1838.03,36505,37973,413.78,1964.03,30664,40535,462.51,2067.05
17,4,KUWAIT AIRWAYS,32711,33324,576.63,2073.09,37280,35843,687.53,1990.14,38694,37630,768.81,1893.63
18,1,KUWAIT AIRWAYS,32073,36130,593.33,1713.33,26378,26919,503.56,1275.31,26124,31198,476.26,2181.59
18,2,KUWAIT AIRWAYS,25158,33503,481.18,1990.99,29427,31094,565.61,1868.10,26357,19245,266.53,850.27
18,3,KUWAIT AIRWAYS,24359,21910,291.77,1024.71,21155,27428,310.03,1036.69,21055,31541,0.00,0.00
18,4,KUWAIT AIRWAYS,27531,29297,381.97,1197.60,26351,24656,323.80,1372.41,31399,26397,357.34,1500.17
19,1,KUWAIT AIRWAYS,27819,30444,305.36,1409.41,19899,25030,321.79,1364.40,25087,28312,330.72,1641.07
19,2,KUWAIT AIRWAYS,29244,33000,406.11,1562.36,31004,30067,380.75,1461.29,33487,26232,315.72,1318.48
19,3,KUWAIT AIRWAYS,33618,24636,226.46,1438.81,25287,31895,338.58,2468.75,24195,29752,853.08,1160.37
19,4,KUWAIT AIRWAYS,30202,28017,177.11,1077.05,31625,28092,115.37,1148.19,32093,27742,0.00,0.00
20,1,KUWAIT AIRWAYS,29427,29089,200.87,787.82,24895,25414,122.60,738.88,26398,29600,330.72,1641.07
21,2,KUWAIT AIRWAYS,2801,0,0.00,1327.73,511,0,0.00,130.80,2931,0,0.00,973.50
21,3,KUWAIT AIRWAYS,5930,0,0.00,952.28,4533,0,0.00,1021.78,6272,4497,0.00,1001.08
21,4,KUWAIT AIRWAYS,9637,5429,0.00,1056.18,15852,10984,0.00,1222.81,30365,28794,0.00,1227.04
22,1,KUWAIT AIRWAYS,14150,17696,0.00,1028.73,18283,18094,0.00,1061.05,14051,19409,0.00,1230.77
22,2,KUWAIT AIRWAYS,18628,19662,0.00,1031.51,18326,20602,0.00,994.13,21972,19022,0.00,842.12
22,3,KUWAIT AIRWAYS,21186,19115,0.00,885.69,15081,25013,0.00,1010.43,10427,19913,0.00,981.30
22,4,KUWAIT AIRWAYS,23112,23138,0.00,775.33,20621,19635,0.00,451.58,25292,22636,0.00,446.16
23,1,KUWAIT AIRWAYS,17965,22059,0.00,373.90,16000,21557,0.00,355.80,13008,23740,0.00,369.07
23,2,KUWAIT AIRWAYS,18516,24661,0.00,482.37,19478,24009,0.00,499.28,30629,22149,0.00,639.88
23,3,KUWAIT AIRWAYS,24764,26361,0.00,690.76,16033,29517,0.00,989.73,13705,26000,0.00,819.34
23,4,KUWAIT AIRWAYS,20919,18351,0.00,754.56,27322,19682,0.00,760.34,29601,24976,0.00,868.71
24,1,KUWAIT AIRWAYS,22515,29710,0.00,860.45,16821,24202,0.00,888.62,16501,24018,0.00,763.48
24,2,KUWAIT AIRWAYS,21256,25523,0.00,918.63,24735,24024,0.00,1022.40,32904,34314,0.00,859.31
21,1,LOT POLISH,0,0,38.33,160.85,0,0,100.10,162.44,0,0,143.24,313.19
21,2,LOT POLISH,0,0,212.41,397.74,0,0,183.54,388.48,0,0,211.68,431.99
21,3,LOT POLISH,0,0,138.83,351.10,0,0,138.30,356.30,0,0,209.91,503.78
21,4,LOT POLISH,0,0,212.91,666.65,0,0,126.61,348.89,0,0,125.80,270.32
22,1,LOT POLISH,0,0,48.73,273.35,0,0,93.77,296.05,0,0,113.15,324.81
22,2,LOT POLISH,2209,4304,116.52,251.67,1836,4594,108.86,295.40,4083,4820,152.15,333.33
22,3,LOT POLISH,5140,5111,166.36,333.33,5991,3830,140.37,347.83,3550,5174,134.06,258.05
22,4,LOT POLISH,5521,4215,155.80,299.74,5704,4769,159.27,250.04,5576,5328,158.00,209.04
23,1,LOT POLISH,4508,5329,86.47,256.49,5025,5242,100.12,264.94,3196,5717,119.00,332.16
23,2,LOT POLISH,2376,5126,44.78,273.55,2242,4906,51.01,283.76,3694,4900,42.59,288.76
23,3,LOT POLISH,4356,4593,65.65,375.45,3121,5686,42.67,282.37,2720,4622,41.41,295.87
23,4,LOT POLISH,4851,3253,78.30,33.21,5275,4381,125.44,330.56,5690,5392,96.11,363.93
24,1,LOT POLISH,4629,4981,104.48,263.84,4985,5369,95.04,323.34,3850,5264,112.83,279.72
24,2,LOT POLISH,2847,5370,103.48,243.90,2075,5268,48.42,261.32,3773,4186,37.82,254.55
15,1,LUFTHANSA,51900,52767,2561.53,2508.42,47889,48015,3232.54,2961.79,43851,52505,3902.03,3188.21
15,2,LUFTHANSA,36116,55902,3408.60,3306.06,46693,55943,3469.44,2774.52,43649,43888,3586.14,3357.84
15,3,LUFTHANSA,57321,56267,3545.98,2903.68,49750,59287,3135.36,2438.12,34344,39377,3055.86,2626.84
15,4,LUFTHANSA,51472,39036,3566.96,6414.17,41043,32512,3036.57,2849.35,40289,32548,2934.56,2516.68
16,1,LUFTHANSA,48577,53258,2836.22,2873.96,47205,48647,3529.28,3575.05,44514,54291,4039.77,3789.01
16,2,LUFTHANSA,36572,55079,3697.95,3497.17,43658,55443,3575.27,3638.34,55657,51877,3171.32,3910.90
16,3,LUFTHANSA,59179,56479,3328.23,3583.82,48310,61029,3524.11,3341.92,44654,52229,3593.58,3663.70
16,4,LUFTHANSA,53628,41698,3774.91,3633.11,47210,40149,3106.57,2402.75,46216,39191,3154.70,2787.04
17,1,LUFTHANSA,49947,54389,3009.00,2795.65,47658,50005,3228.37,2944.97,43394,60163,4523.13,3950.14
17,2,LUFTHANSA,41419,59162,4569.90,3498.36,50664,61236,4087.30,3839.33,60394,56665,3607.32,4070.60
17,3,LUFTHANSA,64341,55890,3813.33,3627.53,52192,63466,3904.70,3502.44,51772,50971,3651.02,3616.55
17,4,LUFTHANSA,58600,44974,3983.49,3848.33,57172,47646,3791.53,3582.60,50244,40579,3478.97,2933.32
18,1,LUFTHANSA,52222,57324,3152.86,2822.58,49877,51044,3395.43,6426.74,48490,59804,4198.41,3354.48
18,2,LUFTHANSA,38173,59528,4055.74,3309.69,48482,60826,3872.34,3531.16,59188,57281,3467.81,3250.35
18,3,LUFTHANSA,60493,58062,3480.42,3291.33,53294,61242,3444.49,3194.98,50988,54462,2986.33,3162.51
18,4,LUFTHANSA,58244,41765,3226.25,3562.14,54651,47071,3067.16,3015.76,53768,38067,3068.85,2575.58
19,1,LUFTHANSA,52933,60240,2650.82,2645.80,50417,53780,2816.86,2854.74,43529,61145,3323.22,3214.11
19,2,LUFTHANSA,47299,59772,3679.61,3763.95,54015,62764,3573.78,4004.12,61460,58660,3265.10,3698.13
19,3,LUFTHANSA,62711,59494,5661.39,3666.01,55289,64020,3344.36,3507.89,53126,55075,3253.50,3478.28
19,4,LUFTHANSA,59546,44383,3059.08,3484.95,56683,50556,2972.72,3048.76,54306,46192,3205.57,2530.40
20,1,LUFTHANSA,52858,57528,2602.68,2741.93,48279,55082,2819.89,2806.86,12080,18603,2246.14,1629.33
20,2,LUFTHANSA,0,0,634.49,59.23,0,0,1036.57,326.78,0,4077,1866.90,961.75
20,3,LUFTHANSA,282,9967,2134.04,924.14,4327,14122,2435.46,1949.17,9158,11962,2533.39,2257.66
20,4,LUFTHANSA,3163,2276,2907.13,1674.49,7952,4103,2339.34,1932.42,9278,6420,2692.11,1631.70
21,1,LUFTHANSA,6314,10498,1605.01,626.70,6237,7989,1476.30,1918.59,7932,9331,1767.37,841.25
21,2,LUFTHANSA,5174,10050,1566.06,811.40,1066,3337,1730.99,923.38,2677,7740,1584.42,631.66
21,3,LUFTHANSA,7133,11630,1358.12,432.13,7111,13105,1360.84,701.12,7593,14615,1529.28,730.42
21,4,LUFTHANSA,13678,12185,1682.48,957.88,13424,12300,1555.24,719.58,13630,13998,1639.04,803.88
22,1,LUFTHANSA,11380,15035,477.16,477.16,13482,16868,533.30,681.40,19593,21461,580.94,712.12
22,2,LUFTHANSA,24631,32073,1599.51,1096.95,35653,45206,2029.07,1565.30,38809,41540,1709.66,1298.65
22,3,LUFTHANSA,42347,42043,2027.62,1282.28,31985,43665,1668.89,1356.46,32651,41251,1886.73,1366.21
22,4,LUFTHANSA,36984,38804,2318.47,1385.46,36984,38804,2319.99,1383.93,45717,42367,2291.24,1365.62
23,1,LUFTHANSA,41515,46206,1995.43,1521.06,35256,39402,2283.26,1511.20,33323,47207,2590.48,1715.94
23,2,LUFTHANSA,29914,49412,2530.08,1796.58,39759,47491,2225.27,2104.36,46810,48126,2317.76,2270.39
23,3,LUFTHANSA,50712,50393,2389.70,2348.40,36920,48436,2214.57,1921.31,40249,50339,2106.97,2289.94
23,4,LUFTHANSA,54423,47880,2385.12,2526.75,56540,50569,2399.72,2267.65,51367,49638,2468.18,1620.77
24,1,LUFTHANSA,53204,57989,2383.56,2263.54,48693,55602,1878.16,2432.09,42780,55288,2106.68,2371.84
24,2,LUFTHANSA,37843,64181,1878.09,2641.71,49274,63606,1737.46,2968.45,52000,48675,1566.24,2402.66
15,1,MAHAN AIR,1227,1261,11.20,113.63,1428,1266,5.87,100.57,2372,1688,5.47,147.74
15,2,MAHAN AIR,731,1428,4.50,129.38,1092,1365,7.40,107.60,1540,70,6.39,96.31
15,3,MAHAN AIR,763,761,10.27,73.07,937,1107,5.71,73.74,174,1440,10.74,75.75
15,4,MAHAN AIR,1164,1322,21.11,45.61,1443,1230,16.04,62.40,1663,1808,27.56,54.28
16,1,MAHAN AIR,1348,1701,6.23,38.22,2060,1946,7.82,47.52,3373,2299,4.35,38.49
16,2,MAHAN AIR,741,1975,8.17,37.74,1580,1564,5.47,63.02,1531,636,9.33,43.72
16,3,MAHAN AIR,929,1017,13.37,47.66,1208,1536,7.13,51.32,1568,1795,23.09,57.94
16,4,MAHAN AIR,1853,1734,12.14,64.50,1869,1792,18.58,69.64,2120,2708,9.98,129.66
17,1,MAHAN AIR,2036,2238,5.43,52.55,2448,1800,10.35,81.46,5120,4268,10.26,128.35
17,2,MAHAN AIR,1018,2290,18.67,117.73,1702,1249,15.13,82.43,1430,1093,17.54,93.56
17,3,MAHAN AIR,1352,1281,9.46,84.64,1388,1580,10.78,121.28,1783,2418,4.81,80.47
17,4,MAHAN AIR,1925,1605,11.22,82.20,1796,1744,11.74,76.11,1839,2192,3.06,99.91
18,1,MAHAN AIR,1745,1694,4.01,83.04,2582,2387,1.66,88.83,3828,2972,4.44,122.67
18,2,MAHAN AIR,844,1888,25.74,118.87,1958,1856,3.38,114.88,2362,2171,25.54,86.32
18,3,MAHAN AIR,2390,1859,20.08,81.27,2092,2190,16.66,74.41,1658,2558,7.60,76.54
18,4,MAHAN AIR,2169,2003,52.11,112.25,2299,1531,27.11,78.52,2191,2394,22.35,130.87
19,1,MAHAN AIR,1873,1916,1.65,85.96,2624,2271,4.14,137.66,3855,2527,5.43,225.03
19,2,MAHAN AIR,1859,2607,3.36,199.69,1671,1233,4.12,130.54,2753,2697,15.29,130.88
19,3,MAHAN AIR,3196,2017,16.72,144.12,1957,2260,13.12,128.99,2561,2399,10.81,100.31
19,4,MAHAN AIR,2556,2481,28.55,120.90,2293,1700,26.59,74.34,2190,2586,25.28,81.53
20,1,MAHAN AIR,1992,2415,18.44,97.95,1889,1599,12.25,113.61,1043,665,0.00,62.87
20,2,MAHAN AIR,0,0,0.00,0.00,425,116,0.76,124.25,437,108,4.04,74.46
20,3,MAHAN AIR,729,187,66.37,104.76,567,137,87.68,103.63,435,205,79.28,45.76
20,4,MAHAN AIR,510,383,108.72,81.47,497,277,32.57,90.01,361,269,28.70,59.40
21,1,MAHAN AIR,457,362,32.10,51.12,430,289,3.48,113.61,547,221,2.44,29.08
21,2,MAHAN AIR,385,292,11.16,16.89,15,104,53.81,19.95,0,0,0.00,0.00
21,3,MAHAN AIR,63,55,12.36,42.05,130,414,0.67,23.81,428,208,0.16,46.26
21,4,MAHAN AIR,258,687,33.23,46.72,194,235,1.23,70.55,372,519,6.42,25.91
22,1,MAHAN AIR,325,475,7.22,23.53,277,300,9.32,17.16,705,568,5.12,33.65
22,2,MAHAN AIR,741,592,14.18,96.72,646,753,10.72,61.22,1475,956,6.54,88.52
22,3,MAHAN AIR,1662,826,38.73,81.53,1351,1094,7.38,95.38,1152,1336,5.62,70.91
22,4,MAHAN AIR,1157,957,3.26,67.61,1115,857,5.66,42.57,1216,1375,7.28,48.48
23,1,MAHAN AIR,1013,1072,6.09,39.23,1387,1178,4.88,34.93,1620,1078,6.76,46.07
23,2,MAHAN AIR,1075,1058,4.55,76.92,1048,1159,9.87,44.60,1571,904,11.88,33.05
23,3,MAHAN AIR,1336,624,12.17,39.73,1370,1271,8.01,45.40,987,763,0.82,19.75
23,4,MAHAN AIR,986,1016,9.67,35.12,2018,1432,10.68,67.01,1888,1895,2.34,68.55
24,1,MAHAN AIR,1804,1841,5.95,90.34,2161,1824,6.51,208.99,2525,1407,5.62,152.61
24,2,MAHAN AIR,1102,1732,0.10,127.45,1209,1139,10.90,149.16,2361,1452,13.96,160.33
15,1,MALAYSIA AIRLINES,42177,49943,1128.05,1040.58,36761,42540,1144.99,1287.35,39373,43343,1252.62,1647.57
15,2,MALAYSIA AIRLINES,42293,43124,1328.50,1278.00,45229,45374,1290.20,1397.97,40223,37781,1416.39,1401.45
